,open,high,low,close,adjclose,volume,ticker
2017-08-29,0.11885400116443634,0.17676299810409546,0.07665040343999863,0.10480999946594238,0.10480999946594238,200829.0,LRC-USD
2017-08-30,0.10480500012636185,0.13392099738121033,0.08241389691829681,0.13332299888134003,0.13332299888134003,66809.0,LRC-USD
2017-08-31,0.1335040032863617,0.13588400185108185,0.07003829628229141,0.07526460289955139,0.07526460289955139,8198750.0,LRC-USD
2017-09-01,0.07531660050153732,0.07558970153331757,0.049598999321460724,0.06071610003709793,0.06071610003709793,2840680.0,LRC-USD
2017-09-02,0.062124498188495636,0.11194899678230286,0.059038400650024414,0.08418290317058563,0.08418290317058563,9833750.0,LRC-USD
2017-09-03,0.08443669974803925,0.08652649819850922,0.031561799347400665,0.03571939840912819,0.03571939840912819,3792200.0,LRC-USD
2017-09-04,0.03562929853796959,0.04491199925541878,0.027952000498771667,0.03730129823088646,0.03730129823088646,2816840.0,LRC-USD
2017-09-05,0.03733360022306442,0.04579930007457733,0.034960899502038956,0.04446030035614967,0.04446030035614967,2589560.0,LRC-USD
2017-09-06,0.04422349855303764,0.06515789777040482,0.04239559918642044,0.0594681017100811,0.0594681017100811,3608710.0,LRC-USD
2017-09-07,0.057743798941373825,0.05999619886279106,0.043616801500320435,0.04730840027332306,0.04730840027332306,7482910.0,LRC-USD
2017-09-08,0.04730930179357529,0.04955799877643585,0.046045299619436264,0.04763849824666977,0.04763849824666977,2811530.0,LRC-USD
2017-09-09,0.047408901154994965,0.04748690128326416,0.04299750179052353,0.04518289864063263,0.04518289864063263,1592970.0,LRC-USD
2017-09-10,0.04529019817709923,0.046289701014757156,0.0429392009973526,0.04457620158791542,0.04457620158791542,1042710.0,LRC-USD
2017-09-11,0.04454280063509941,0.05220159888267517,0.042256999760866165,0.05073529854416847,0.05073529854416847,316986.0,LRC-USD
2017-09-12,0.05089149996638298,0.05089149996638298,0.04373199865221977,0.04674749821424484,0.04674749821424484,177864.0,LRC-USD
2017-09-13,0.04773009940981865,0.050915300846099854,0.04104439914226532,0.041945599019527435,0.041945599019527435,106674.0,LRC-USD
2017-09-14,0.04150889813899994,0.05908520147204399,0.037998098880052567,0.05425310134887695,0.05425310134887695,75715.0,LRC-USD
2017-09-15,0.05467449873685837,0.060583099722862244,0.044989001005887985,0.05159439891576767,0.05159439891576767,64551.0,LRC-USD
2017-09-16,0.05172229930758476,0.054200898855924606,0.04528219997882843,0.04746419936418533,0.04746419936418533,41447.0,LRC-USD
2017-09-17,0.04745050147175789,0.0550151988863945,0.04739949852228165,0.04872259870171547,0.04872259870171547,56477.0,LRC-USD
2017-09-18,0.0488772988319397,0.05010709911584854,0.04548469930887222,0.045929599553346634,0.045929599553346634,45354.0,LRC-USD
2017-09-19,0.04588859900832176,0.04875300079584122,0.041508998721838,0.044033799320459366,0.044033799320459366,19234.0,LRC-USD
2017-09-20,0.04387969896197319,0.04631210118532181,0.03774020075798035,0.038895800709724426,0.038895800709724426,52375.0,LRC-USD
2017-09-21,0.038881801068782806,0.1469009965658188,0.038798898458480835,0.04569509997963905,0.04569509997963905,82929.0,LRC-USD
2017-09-22,0.04546409845352173,0.27098000049591064,0.044361699372529984,0.05983959883451462,0.05983959883451462,154649.0,LRC-USD
2017-09-23,0.060440100729465485,0.06847400218248367,0.05262570083141327,0.05906020104885101,0.05906020104885101,79280.0,LRC-USD
2017-09-24,0.05918470025062561,0.06573169678449631,0.055269401520490646,0.058998800814151764,0.058998800814151764,72688.0,LRC-USD
2017-09-25,0.05897799879312515,0.06295719742774963,0.056150298565626144,0.058719098567962646,0.058719098567962646,51622.0,LRC-USD
2017-09-26,0.05974629893898964,0.06966760009527206,0.05427030101418495,0.06412030011415482,0.06412030011415482,88025.0,LRC-USD
2017-09-27,0.06429450213909149,0.0874205008149147,0.06429450213909149,0.08174300193786621,0.08174300193786621,271944.0,LRC-USD
2017-09-28,0.08081670105457306,0.09017360210418701,0.06806480139493942,0.09011189639568329,0.09011189639568329,356187.0,LRC-USD
2017-09-29,0.0873728021979332,0.12326999753713608,0.08311410248279572,0.12326999753713608,0.12326999753713608,702603.0,LRC-USD
2017-09-30,0.12547700107097626,0.19588199257850647,0.12167900055646896,0.1771859973669052,0.1771859973669052,2094370.0,LRC-USD
2017-10-01,0.17574800550937653,0.17574800550937653,0.14712800085544586,0.15692700445652008,0.15692700445652008,1084100.0,LRC-USD
2017-10-02,0.1566459983587265,0.17474399507045746,0.13809999823570251,0.16411499679088593,0.16411499679088593,634171.0,LRC-USD
2017-10-03,0.16253699362277985,0.2030480057001114,0.15548500418663025,0.2030480057001114,0.2030480057001114,966273.0,LRC-USD
2017-10-04,0.20159600675106049,0.23321400582790375,0.18908900022506714,0.22842900454998016,0.22842900454998016,2203710.0,LRC-USD
2017-10-05,0.23352399468421936,0.25993800163269043,0.22681400179862976,0.2529889941215515,0.2529889941215515,1973490.0,LRC-USD
2017-10-06,0.25294798612594604,0.25690099596977234,0.1961439996957779,0.2178560048341751,0.2178560048341751,1300820.0,LRC-USD
2017-10-07,0.21449999511241913,0.21957699954509735,0.14992600679397583,0.18174800276756287,0.18174800276756287,1300060.0,LRC-USD
2017-10-08,0.1799049973487854,0.1857839971780777,0.12381800264120102,0.1623069941997528,0.1623069941997528,724069.0,LRC-USD
2017-10-09,0.1628749966621399,0.16575400531291962,0.14121000468730927,0.16195300221443176,0.16195300221443176,640169.0,LRC-USD
2017-10-10,0.16231399774551392,0.19003300368785858,0.15762899816036224,0.18954500555992126,0.18954500555992126,537098.0,LRC-USD
2017-10-11,0.18960100412368774,0.19168800115585327,0.1601479947566986,0.1768539994955063,0.1768539994955063,542226.0,LRC-USD
2017-10-12,0.17576000094413757,0.18559600412845612,0.12462999671697617,0.17527300119400024,0.17527300119400024,799815.0,LRC-USD
2017-10-13,0.1826390027999878,0.20146000385284424,0.1766120046377182,0.1766120046377182,0.1766120046377182,738487.0,LRC-USD
2017-10-14,0.17996999621391296,0.1878799945116043,0.16119100153446198,0.16733700037002563,0.16733700037002563,318204.0,LRC-USD
2017-10-15,0.16758500039577484,0.17691299319267273,0.15263299643993378,0.16266599297523499,0.16266599297523499,339813.0,LRC-USD
2017-10-16,0.1634330004453659,0.16743400692939758,0.14244699478149414,0.15819799900054932,0.15819799900054932,296487.0,LRC-USD
2017-10-17,0.15998999774456024,0.16235899925231934,0.140407994389534,0.16203799843788147,0.16203799843788147,334873.0,LRC-USD
2017-10-18,0.16212399303913116,0.19277599453926086,0.15900999307632446,0.180417001247406,0.180417001247406,808318.0,LRC-USD
2017-10-19,0.1804960072040558,0.1937510073184967,0.1608400046825409,0.17532199621200562,0.17532199621200562,416205.0,LRC-USD
